studentID,RG,RL,UG,UL,PGR,PLR
5202685441,13,3,0,0,1.0000,1.0000
5202686332,7,10,0,12,1.0000,0.4545
5302455018,1,1,0,0,1.0000,1.0000
5302520084,9,3,2,1,0.8182,0.7500
5302525067,3,3,0,0,1.0000,1.0000
5302525182,9,10,0,1,1.0000,0.9091
5302610141,26,15,18,85,0.5909,0.1500
5302615074,32,11,12,4,0.7273,0.7333
5302615124,1,1,0,0,1.0000,1.0000
5302615173,11,9,0,0,1.0000,1.0000
5302615231,3,7,1,0,0.7500,1.0000
5302615462,0,0,0,0,0.0000,0.0000
5302615520,4,9,0,0,1.0000,1.0000
5302615561,24,6,3,16,0.8889,0.2727
5302640106,2,1,0,0,1.0000,1.0000
5302640585,1,3,0,3,1.0000,0.5000
5302641070,13,4,1,0,0.9286,1.0000
5302641211,0,0,0,0,0.0000,0.0000
5302641245,0,0,0,0,0.0000,0.0000
5302680201,0,0,0,0,0.0000,0.0000
5302680219,51,15,6,38,0.8947,0.2830
5302680227,4,5,0,0,1.0000,1.0000
5302680540,45,7,24,26,0.6522,0.2121
5302680631,8,1,2,0,0.8000,1.0000
5302680920,12,5,11,0,0.5217,1.0000
5302681159,5,5,1,3,0.8333,0.6250
5302685051,25,15,0,0,1.0000,1.0000
5302685374,2,3,0,0,1.0000,1.0000
5302685549,4,0,0,2,1.0000,0.0000
5302685739,6,12,0,2,1.0000,0.8571
5302685762,1,0,0,0,1.0000,0.0000
5302685788,12,3,0,4,1.0000,0.4286
5302685861,0,0,0,0,0.0000,0.0000
5302685911,31,3,15,12,0.6739,0.2000
5302685952,4,1,0,0,1.0000,1.0000
5302686158,3,3,0,1,1.0000,0.7500
5302686190,0,0,0,0,0.0000,0.0000
5302686372,11,0,5,0,0.6875,0.0000
5302686380,1,3,0,0,1.0000,1.0000
5302686463,0,0,0,0,0.0000,0.0000
5302686620,0,0,0,0,0.0000,0.0000
5302686687,8,2,0,0,1.0000,1.0000
5302686745,11,3,0,27,1.0000,0.1000
5302686877,58,1,19,114,0.7532,0.0087
5302686885,20,2,15,0,0.5714,1.0000
5302686984,4,2,5,3,0.4444,0.4000
5302687073,3,1,0,0,1.0000,1.0000
5304610032,7,7,0,4,1.0000,0.6364
5304610347,7,0,0,0,1.0000,0.0000
5304610826,58,17,59,97,0.4957,0.1491
5304610867,15,7,10,18,0.6000,0.2800
5304610941,9,1,0,10,1.0000,0.0909
5304611147,0,3,0,2,0.0000,0.6000
5304680027,35,36,37,46,0.4861,0.4390
5304680175,11,2,4,2,0.7333,0.5000
5304680191,9,6,2,6,0.8182,0.5000
5304680324,11,4,0,0,1.0000,1.0000
5304680696,6,1,0,0,1.0000,1.0000
5304680704,7,3,4,2,0.6364,0.6000
5304680787,40,15,3,50,0.9302,0.2308
5304680969,6,1,0,2,1.0000,0.3333
5304681116,5,8,1,6,0.8333,0.5714
5304681264,16,3,0,0,1.0000,1.0000
5304681488,21,3,17,73,0.5526,0.0395
5304681694,20,9,2,16,0.9091,0.3600
5304681728,38,32,0,21,1.0000,0.6038
5304681801,10,8,1,0,0.9091,1.0000
5304681983,51,14,32,144,0.6145,0.0886
5304682015,10,1,3,1,0.7692,0.5000
5309611480,1,0,0,0,1.0000,0.0000
5402455033,25,2,0,0,1.0000,1.0000
5402460058,12,0,0,0,1.0000,0.0000
5402460330,1,0,0,0,1.0000,0.0000
5402465040,1,0,0,0,1.0000,0.0000
5402465297,22,15,0,0,1.0000,1.0000
5402470347,21,7,7,41,0.7500,0.1458
5402475288,48,2,0,35,1.0000,0.0541
5402520117,31,11,5,6,0.8611,0.6471
5402525082,0,0,0,0,0.0000,0.0000
5402525116,22,24,2,1,0.9167,0.9600
5402525157,33,30,0,0,1.0000,1.0000
5402525165,0,0,0,0,0.0000,0.0000
5402525181,23,9,0,2,1.0000,0.8182
5402610199,3,1,3,0,0.5000,1.0000
5402610231,39,15,0,16,1.0000,0.4839
5402610272,24,8,1,12,0.9600,0.4000
5402610371,3,0,0,0,1.0000,0.0000
5402610462,115,50,370,526,0.2371,0.0868
5402610645,31,20,8,7,0.7949,0.7407
5402615057,8,6,0,2,1.0000,0.7500
5402615099,0,0,0,0,0.0000,0.0000
5402615107,35,4,9,4,0.7955,0.5000
5402615123,102,10,36,219,0.7391,0.0437
5402615131,6,3,0,0,1.0000,1.0000
5402615156,10,1,0,9,1.0000,0.1000
5402615248,66,29,10,59,0.8684,0.3295
5402615321,29,12,13,28,0.6905,0.3000
5402615354,12,10,1,2,0.9231,0.8333
5402615370,3,0,0,0,1.0000,0.0000
5402615404,121,30,138,257,0.4672,0.1045
5402615453,12,0,1,1,0.9231,0.0000
5402615479,8,1,0,0,1.0000,1.0000
5402615495,29,0,0,0,1.0000,0.0000
5402615537,12,2,2,2,0.8571,0.5000
5402615578,12,1,0,7,1.0000,0.1250
5402615602,8,3,1,0,0.8889,1.0000
5402615644,2,2,0,0,1.0000,1.0000
5402615651,24,1,28,5,0.4615,0.1667
5402615669,25,27,0,39,1.0000,0.4091
5402615750,1,1,0,0,1.0000,1.0000
5402615792,8,4,0,0,1.0000,1.0000
5402615800,9,1,0,6,1.0000,0.1429
5402615826,34,12,14,109,0.7083,0.0992
5402615859,12,5,0,1,1.0000,0.8333
5402615875,3,0,0,0,1.0000,0.0000
5402615925,9,0,6,4,0.6000,0.0000
5402615933,1,4,0,0,1.0000,1.0000
5402615974,18,3,0,17,1.0000,0.1500
5402616006,10,1,1,0,0.9091,1.0000
5402640113,12,10,1,0,0.9231,1.0000
5402640220,23,10,2,5,0.9200,0.6667
5402640519,4,2,0,0,1.0000,1.0000
5402640824,12,12,1,7,0.9231,0.6316
5402641301,0,0,0,0,0.0000,0.0000
5402641525,5,0,0,0,1.0000,0.0000
5402680192,5,3,0,2,1.0000,0.6000
5402680382,33,16,9,114,0.7857,0.1231
5402680689,16,1,0,6,1.0000,0.1429
5402680705,6,4,0,0,1.0000,1.0000
5402680713,24,2,8,8,0.7500,0.2000
5402680895,2,8,0,0,1.0000,1.0000
5402680978,1,0,0,0,1.0000,0.0000
5402681018,0,0,0,0,0.0000,0.0000
