studentID,RG,RL,UG,UL,PGR,PLR
5202686332,7,10,0,12,1.0000,0.4545
5302525067,3,3,0,0,1.0000,1.0000
5302525182,9,10,0,1,1.0000,0.9091
5302610141,26,15,18,85,0.5909,0.1500
5302615462,0,0,0,0,0.0000,0.0000
5302680201,0,0,0,0,0.0000,0.0000
5302680219,51,15,6,38,0.8947,0.2830
5302681159,5,5,1,3,0.8333,0.6250
5302685739,6,12,0,2,1.0000,0.8571
5302685762,1,0,0,0,1.0000,0.0000
5302685911,31,3,15,12,0.6739,0.2000
5302686745,11,3,0,27,1.0000,0.1000
5302686877,58,1,19,114,0.7532,0.0087
5302686984,4,2,5,3,0.4444,0.4000
5304610826,58,17,59,97,0.4957,0.1491
5304610867,15,7,10,18,0.6000,0.2800
5304680175,11,2,4,2,0.7333,0.5000
5304680324,11,4,0,0,1.0000,1.0000
5304680696,6,1,0,0,1.0000,1.0000
5304680787,40,15,3,50,0.9302,0.2308
5304680969,6,1,0,2,1.0000,0.3333
5304681728,38,32,0,21,1.0000,0.6038
5304681801,10,8,1,0,0.9091,1.0000
5304681983,51,14,32,144,0.6145,0.0886
5304682015,10,1,3,1,0.7692,0.5000
5402455033,25,2,0,0,1.0000,1.0000
5402525116,22,24,2,1,0.9167,0.9600
5402525157,33,30,0,0,1.0000,1.0000
5402525165,0,0,0,0,0.0000,0.0000
5402525181,23,9,0,2,1.0000,0.8182
5402615057,8,6,0,2,1.0000,0.7500
5402615099,0,0,0,0,0.0000,0.0000
5402615107,35,4,9,4,0.7955,0.5000
5402615123,102,10,36,219,0.7391,0.0437
5402615131,6,3,0,0,1.0000,1.0000
5402615156,10,1,0,9,1.0000,0.1000
5402615248,66,29,10,59,0.8684,0.3295
5402615321,29,12,13,28,0.6905,0.3000
5402615354,12,10,1,2,0.9231,0.8333
5402615370,3,0,0,0,1.0000,0.0000
5402615404,121,30,138,257,0.4672,0.1045
5402615453,12,0,1,1,0.9231,0.0000
5402615479,8,1,0,0,1.0000,1.0000
5402615495,29,0,0,0,1.0000,0.0000
5402615537,12,2,2,2,0.8571,0.5000
5402615578,12,1,0,7,1.0000,0.1250
5402615644,2,2,0,0,1.0000,1.0000
5402615651,24,1,28,5,0.4615,0.1667
5402615669,25,27,0,39,1.0000,0.4091
5402615792,8,4,0,0,1.0000,1.0000
5402615800,9,1,0,6,1.0000,0.1429
5402615826,34,12,14,109,0.7083,0.0992
5402615925,9,0,6,4,0.6000,0.0000
5402615933,1,4,0,0,1.0000,1.0000
5402615974,18,3,0,17,1.0000,0.1500
5402616006,10,1,1,0,0.9091,1.0000
5402680192,5,3,0,2,1.0000,0.6000
5402685043,30,0,9,43,0.7692,0.0000
5402685068,11,2,0,0,1.0000,1.0000
5402685076,43,5,38,66,0.5309,0.0704
5402685084,50,18,5,21,0.9091,0.4615
5402685092,5,0,0,0,1.0000,0.0000
5402685175,24,7,1,7,0.9600,0.5000
5402685241,11,12,0,1,1.0000,0.9231
5402685258,3,3,0,0,1.0000,1.0000
5402685332,12,9,6,24,0.6667,0.2727
5402685340,611,325,514,2690,0.5431,0.1078
5402685399,41,4,0,0,1.0000,1.0000
5402685415,5,3,1,13,0.8333,0.1875
5402685423,56,38,6,10,0.9032,0.7917
5402685449,8,14,0,9,1.0000,0.6087
5402685472,2,6,0,6,1.0000,0.5000
5402685480,23,4,1,9,0.9583,0.3077
5402685514,42,1,0,80,1.0000,0.0123
5402685522,27,13,3,2,0.9000,0.8667
5402685530,21,2,4,1,0.8400,0.6667
5402685548,1,9,0,3,1.0000,0.7500
5402685555,2,1,0,0,1.0000,1.0000
5402685589,9,2,0,3,1.0000,0.4000
5402685613,17,0,2,4,0.8947,0.0000
5402685639,5,4,0,0,1.0000,1.0000
5402685803,11,6,4,0,0.7333,1.0000
5402685878,21,28,0,3,1.0000,0.9032
5402685886,15,14,5,0,0.7500,1.0000
5402685902,8,2,2,0,0.8000,1.0000
5402685977,70,21,2,9,0.9722,0.7000
5402685985,21,0,8,13,0.7241,0.0000
5402686025,0,4,0,0,0.0000,1.0000
5402686033,6,0,1,0,0.8571,0.0000
5402686058,13,14,0,0,1.0000,1.0000
5402686090,1,1,0,0,1.0000,1.0000
5402686207,12,9,0,0,1.0000,1.0000
5402686215,29,1,4,15,0.8788,0.0625
5402686223,27,0,4,2,0.8710,0.0000
5402686249,13,1,2,0,0.8667,1.0000
5402686272,15,8,13,12,0.5357,0.4000
5402686280,5,0,0,4,1.0000,0.0000
5402686355,4,1,1,0,0.8000,1.0000
5402686363,19,10,0,0,1.0000,1.0000
5402686405,13,4,10,21,0.5652,0.1600
5402686413,23,4,5,1,0.8214,0.8000
5402686462,1,0,0,0,1.0000,0.0000
5402686488,4,1,0,1,1.0000,0.5000
5402686538,3,3,0,4,1.0000,0.4286
5402686561,52,0,12,23,0.8125,0.0000
5402686579,69,13,0,61,1.0000,0.1757
5402686587,1,2,0,1,1.0000,0.6667
5402686629,16,2,1,9,0.9412,0.1818
5402686645,3,0,0,0,1.0000,0.0000
5402686660,1,5,0,0,1.0000,1.0000
5402686678,46,5,56,4,0.4510,0.5556
5402686702,9,0,0,0,1.0000,0.0000
5402686728,2,4,0,0,1.0000,1.0000
