studentID,RG,RL,UG,UL,PGR,PLR
5502680522,17,41,0,47,1.0000,0.4659
5502685158,1,0,0,0,1.0000,0.0000
5502685281,0,2,0,0,0.0000,1.0000
5502685422,0,0,0,0,0.0000,0.0000
5502686230,0,0,0,0,0.0000,0.0000
5504611046,2,3,1,0,0.6667,1.0000
5504611533,0,0,0,0,0.0000,0.0000
5602610726,55,2,6,17,0.9016,0.1053
5602615915,210,21,314,552,0.4008,0.0366
5602640319,0,0,0,0,0.0000,0.0000
5602680489,45,16,29,60,0.6081,0.2105
5602680521,2,3,0,7,1.0000,0.3000
5602685769,47,14,48,35,0.4947,0.2857
5602685959,129,20,107,238,0.5466,0.0775
5702615054,0,0,0,0,0.0000,0.0000
5707610670,7,0,0,9,1.0000,0.0000
