studentID,RG,RL,UG,UL,PGR,PLR
5402610041,371,22,553,5176,0.4015,0.0042
5402615057,0,0,0,0,0.0000,0.0000
5402615180,11,3,0,25,1.0000,0.1071
5402680580,13,7,1,3,0.9286,0.7000
5402680887,12,1,3,25,0.8000,0.0385
5402685084,0,0,0,0,0.0000,0.0000
5402685175,0,0,0,0,0.0000,0.0000
5402685449,0,0,0,0,0.0000,0.0000
5402685902,0,0,0,0,0.0000,0.0000
5402685977,1,2,0,0,1.0000,1.0000
5402685985,0,0,0,0,0.0000,0.0000
5404610551,12,6,13,0,0.4800,1.0000
5404610767,12,6,0,9,1.0000,0.4000
5404680034,47,2,15,33,0.7581,0.0571
5404680240,0,0,0,0,0.0000,0.0000
5404680695,11,1,1,5,0.9167,0.1667
5404681081,13,8,8,29,0.6190,0.2162
5404681537,38,20,0,10,1.0000,0.6667
5404681735,33,2,3,10,0.9167,0.1667
5404681909,11,5,2,1,0.8462,0.8333
5501615205,5,5,0,0,1.0000,1.0000
5502460032,0,0,0,0,0.0000,0.0000
5502460040,0,0,0,0,0.0000,0.0000
5502465080,0,0,0,0,0.0000,0.0000
5502520116,0,0,0,0,0.0000,0.0000
5502525032,4,9,0,0,1.0000,1.0000
5502525180,17,9,2,12,0.8947,0.4286
5502610222,18,0,7,3,0.7200,0.0000
5502610248,22,6,8,70,0.7333,0.0789
5502610669,2,0,0,1,1.0000,0.0000
5502610735,0,0,0,0,0.0000,0.0000
5502610776,0,0,0,0,0.0000,0.0000
5502610891,4,1,0,2,1.0000,0.3333
5502615130,16,4,0,5,1.0000,0.4444
5502615148,13,20,0,2,1.0000,0.9091
5502615155,0,0,0,0,0.0000,0.0000
5502615163,16,13,2,19,0.8889,0.4063
5502615197,0,0,0,0,0.0000,0.0000
5502615205,59,16,0,34,1.0000,0.3200
5502615213,34,3,30,19,0.5313,0.1364
5502615250,0,0,0,0,0.0000,0.0000
5502615338,29,8,18,58,0.6170,0.1212
5502615346,18,9,17,13,0.5143,0.4091
5502615379,20,5,11,24,0.6452,0.1724
5502615429,15,7,0,9,1.0000,0.4375
5502615445,63,25,8,68,0.8873,0.2688
5502615460,48,10,1,16,0.9796,0.3846
5502615494,17,2,2,23,0.8947,0.0800
5502615767,49,22,17,106,0.7424,0.1719
5502615803,0,0,0,0,0.0000,0.0000
5502615809,80,69,7,63,0.9195,0.5227
5502615817,26,14,7,11,0.7879,0.5600
5502615825,10,18,8,25,0.5556,0.4186
5502615882,17,1,2,21,0.8947,0.0455
5502615965,15,4,3,11,0.8333,0.2667
5502680118,2,1,0,0,1.0000,1.0000
5502685406,29,22,0,13,1.0000,0.6286
5502685463,6,4,2,5,0.7500,0.4444
5502685489,21,2,0,21,1.0000,0.0870
5502685513,17,0,0,14,1.0000,0.0000
5502685539,39,2,9,58,0.8125,0.0333
5502685562,25,29,235,76,0.0962,0.2762
5502686099,20,7,8,13,0.7143,0.3500
5502686123,0,0,0,0,0.0000,0.0000
5502686198,18,4,5,10,0.7826,0.2857
5502686230,18,1,0,0,1.0000,1.0000
5502686297,0,0,0,0,0.0000,0.0000
5502686305,25,6,2,13,0.9259,0.3158
5502686362,25,10,0,4,1.0000,0.7143
5502686438,20,1,0,9,1.0000,0.1000
5504680116,0,0,0,0,0.0000,0.0000
5602615329,18,3,1,0,0.9474,1.0000
5602686080,0,0,0,0,0.0000,0.0000
5602686288,0,0,0,0,0.0000,0.0000
