studentID,RG,RL,UG,UL,PGR,PLR
5302520084,9,3,2,1,0.8182,0.7500
5302525067,3,3,0,0,1.0000,1.0000
5302615124,1,1,0,0,1.0000,1.0000
5302615231,3,7,1,0,0.7500,1.0000
5302641070,13,4,1,0,0.9286,1.0000
5302641211,0,0,0,0,0.0000,0.0000
5302641245,0,0,0,0,0.0000,0.0000
5302680227,4,5,0,0,1.0000,1.0000
5302680631,8,1,2,0,0.8000,1.0000
5302681159,5,5,1,3,0.8333,0.6250
5302685911,31,3,15,12,0.6739,0.2000
5302686190,0,0,0,0,0.0000,0.0000
5302686372,11,0,5,0,0.6875,0.0000
5302686687,8,2,0,0,1.0000,1.0000
5302686877,58,1,19,114,0.7532,0.0087
5304610826,58,17,59,97,0.4957,0.1491
5304610941,9,1,0,10,1.0000,0.0909
5304680175,11,2,4,2,0.7333,0.5000
5304680696,6,1,0,0,1.0000,1.0000
5304680704,7,3,4,2,0.6364,0.6000
5304681116,5,8,1,6,0.8333,0.5714
5304682015,10,1,3,1,0.7692,0.5000
5402460058,12,0,0,0,1.0000,0.0000
5402465040,1,0,0,0,1.0000,0.0000
5402465297,22,15,0,0,1.0000,1.0000
5402470347,21,7,7,41,0.7500,0.1458
5402475288,48,2,0,35,1.0000,0.0541
5402520117,31,11,5,6,0.8611,0.6471
5402525082,0,0,0,0,0.0000,0.0000
5402525181,23,9,0,2,1.0000,0.8182
5402610199,3,1,3,0,0.5000,1.0000
5402610272,24,8,1,12,0.9600,0.4000
5402610371,3,0,0,0,1.0000,0.0000
5402615107,35,4,9,4,0.7955,0.5000
5402615123,102,10,36,219,0.7391,0.0437
5402615131,6,3,0,0,1.0000,1.0000
5402615156,10,1,0,9,1.0000,0.1000
5402615248,66,29,10,59,0.8684,0.3295
5402615354,12,10,1,2,0.9231,0.8333
5402615404,121,30,138,257,0.4672,0.1045
5402615479,8,1,0,0,1.0000,1.0000
5402615495,29,0,0,0,1.0000,0.0000
5402615602,8,3,1,0,0.8889,1.0000
5402615644,2,2,0,0,1.0000,1.0000
5402615750,1,1,0,0,1.0000,1.0000
5402615792,8,4,0,0,1.0000,1.0000
5402615859,12,5,0,1,1.0000,0.8333
5402615875,3,0,0,0,1.0000,0.0000
5402615925,9,0,6,4,0.6000,0.0000
5402615974,18,3,0,17,1.0000,0.1500
5402616006,10,1,1,0,0.9091,1.0000
5402640519,4,2,0,0,1.0000,1.0000
5402680689,16,1,0,6,1.0000,0.1429
5402680705,6,4,0,0,1.0000,1.0000
5402680978,1,0,0,0,1.0000,0.0000
5402681026,3,0,0,0,1.0000,0.0000
5402681083,15,1,0,1,1.0000,0.5000
5402681133,2,7,2,8,0.5000,0.4667
5402681182,4,1,1,5,0.8000,0.1667
5402681216,1,0,0,0,1.0000,0.0000
5402685043,30,0,9,43,0.7692,0.0000
5402685415,5,3,1,13,0.8333,0.1875
5402685423,56,38,6,10,0.9032,0.7917
5402685449,8,14,0,9,1.0000,0.6087
5402685480,23,4,1,9,0.9583,0.3077
5402685514,42,1,0,80,1.0000,0.0123
5402685530,21,2,4,1,0.8400,0.6667
5402685548,1,9,0,3,1.0000,0.7500
5402685803,11,6,4,0,0.7333,1.0000
5402685902,8,2,2,0,0.8000,1.0000
5402685928,10,16,0,2,1.0000,0.8889
5402685977,70,21,2,9,0.9722,0.7000
5402685985,21,0,8,13,0.7241,0.0000
5402686090,1,1,0,0,1.0000,1.0000
5402686363,19,10,0,0,1.0000,1.0000
5402686405,13,4,10,21,0.5652,0.1600
5402686413,23,4,5,1,0.8214,0.8000
5402686561,52,0,12,23,0.8125,0.0000
5402686587,1,2,0,1,1.0000,0.6667
5402686629,16,2,1,9,0.9412,0.1818
5404680224,9,5,0,0,1.0000,1.0000
5404680786,0,0,0,0,0.0000,0.0000
5502042111,0,0,0,0,0.0000,0.0000
5502112971,0,2,0,0,0.0000,1.0000
5502460032,0,0,0,0,0.0000,0.0000
5502495020,48,33,2,4,0.9600,0.8919
5502610669,15,16,0,3,1.0000,0.8421
5502615130,9,0,2,0,0.8182,0.0000
5502615809,42,16,9,14,0.8235,0.5333
5502680332,1,0,0,0,1.0000,0.0000
5502680464,1,0,0,0,1.0000,0.0000
5502685117,11,0,0,1,1.0000,0.0000
5502685562,227,100,2323,4022,0.0890,0.0243
5502686123,2,0,0,0,1.0000,0.0000
5602465139,1,2,0,0,1.0000,1.0000
5602470378,1,0,0,0,1.0000,0.0000
5602475419,29,0,11,24,0.7250,0.0000
5602615147,6,22,10,7,0.3750,0.7586
5602640590,32,15,0,2,1.0000,0.8824
5602640715,7,4,7,4,0.5000,0.5000
5602640897,21,4,12,45,0.6364,0.0816
5602641259,24,8,7,33,0.7742,0.1951
5602685512,19,0,4,41,0.8261,0.0000
5602685686,11,2,3,0,0.7857,1.0000
5602685843,11,3,1,1,0.9167,0.7500
