studentID,RG,RL,UG,UL,PGR,PLR
5401610455,27,4,6,7,0.8182,0.3636
5402615602,3,2,0,0,1.0000,1.0000
5402615859,14,2,1,4,0.9333,0.3333
5402685183,38,34,17,92,0.6909,0.2698
5402685241,9,15,2,2,0.8182,0.8824
5402685886,11,1,2,10,0.8462,0.0909
5402686249,0,0,0,0,0.0000,0.0000
5402686348,3,1,0,1,1.0000,0.5000
5402686397,45,13,38,191,0.5422,0.0637
5402686728,7,0,2,2,0.7778,0.0000
5402686736,16,0,0,7,1.0000,0.0000
5404520172,25,11,7,15,0.7813,0.4231
5404610320,10,10,3,2,0.7692,0.8333
5404610395,14,5,1,2,0.9333,0.7143
5404610429,19,1,1,0,0.9500,1.0000
5404611195,21,6,14,18,0.6000,0.2500
5404680349,4,3,0,0,1.0000,1.0000
5404680505,7,7,0,2,1.0000,0.7778
5404680521,18,10,2,3,0.9000,0.7692
5404680786,13,4,2,20,0.8667,0.1667
5404680836,2,0,0,0,1.0000,0.0000
5404680877,16,1,0,0,1.0000,1.0000
5404681214,7,7,0,7,1.0000,0.5000
5404681230,14,5,0,5,1.0000,0.5000
5404681503,5,2,0,1,1.0000,0.6667
5404681560,52,15,26,43,0.6667,0.2586
5404681693,17,15,0,2,1.0000,0.8824
5404681800,0,0,0,0,0.0000,0.0000
5404681826,13,5,1,5,0.9286,0.5000
5502465155,5,0,4,0,0.5556,0.0000
5502615015,26,4,1,0,0.9630,1.0000
5502615049,23,8,23,35,0.5000,0.1860
5502615080,39,8,24,168,0.6190,0.0455
5502615288,27,7,15,90,0.6429,0.0722
5502615387,27,13,5,19,0.8438,0.4063
5502615551,16,8,4,8,0.8000,0.5000
5502615593,54,40,2,18,0.9643,0.6897
5502615627,29,19,7,2,0.8056,0.9048
5502615759,17,3,0,1,1.0000,0.7500
5502615924,7,0,0,0,1.0000,0.0000
5502685034,16,4,2,0,0.8889,1.0000
5502685059,9,7,2,2,0.8182,0.7778
5502685083,5,3,0,0,1.0000,1.0000
5502685158,3,5,0,0,1.0000,1.0000
5502685257,1,7,0,2,1.0000,0.7778
5502685422,15,7,1,0,0.9375,1.0000
5502685497,15,8,0,0,1.0000,1.0000
5502685554,1993,1051,491,1980,0.8023,0.3468
5502685604,4,3,0,5,1.0000,0.3750
5502685638,39,42,4,54,0.9070,0.4375
5502685646,0,4,0,0,0.0000,1.0000
5502685653,1,1,0,0,1.0000,1.0000
5502685687,20,15,5,1,0.8000,0.9375
5502685703,17,60,4,10,0.8095,0.8571
5502685786,14,10,0,4,1.0000,0.7143
5502685794,8,7,1,1,0.8889,0.8750
5502685828,8,3,0,4,1.0000,0.4286
5502685836,25,13,24,39,0.5102,0.2500
5502685877,10,8,2,5,0.8333,0.6154
5502685893,20,1,15,6,0.5714,0.1429
5502686164,28,22,4,11,0.8750,0.6667
5502686495,13,3,6,14,0.6842,0.1765
5504611046,4,3,2,1,0.6667,0.7500
5504611533,33,12,128,15,0.2050,0.4444
5602615303,20,24,14,30,0.5882,0.4444
5602685215,45,18,21,5,0.6818,0.7826
5602685637,2,2,1,0,0.6667,1.0000
5602686163,0,0,0,0,0.0000,0.0000
